"","budget","id","imdb_id","original_language","original_title","popularity","release_year","release_date","revenue","runtime","title","vote_average","vote_count"
"225",4.5e+07,7095,"tt0116669","en","Jack",6.287245,1996,"8/9/96",58620973,113,"Jack",5.9,340
"226",0,124633,"tt0114494","sr","Tuđa Amerika",0.099602,1995,"9/9/95",0,96,"Someone Else's America",0,0
"227",0,77771,"tt0070820","wo","Touki-Bouki",0.043903,1973,"7/1/73",0,85,"Touki Bouki",7.3,10
"228",0,188589,"tt0109191","en","Babyfever",0.001687,1994,"5/4/94",0,109,"Babyfever",0,0
"229",4e+06,627,"tt0117951","en","Trainspotting",19.348466,1996,"2/23/96",16491080,93,"Trainspotting",7.8,2737
"230",1e+06,32872,"tt0118523","en","Til There Was You",2.700061,1997,"5/30/97",0,113,"Til There Was You",3.9,4
"231",0,14553,"tt0117737","en","Stealing Beauty",6.418805,1996,"3/29/96",0,116,"Stealing Beauty",6.6,99
"232",5.5e+07,9566,"tt0116277","en","The Fan",12.202063,1996,"8/15/96",18626419,116,"The Fan",5.7,202
"233",1e+08,10545,"tt0116583","en","The Hunchback of Notre Dame",13.553999,1996,"6/21/96",100138851,91,"The Hunchback of Notre Dame",6.8,1182
"234",4.7e+07,9894,"tt0115798","en","The Cable Guy",7.586577,1996,"6/10/96",102825796,96,"The Cable Guy",5.7,603
"235",2.7e+07,11543,"tt0116778","en","Kingpin",11.633347,1996,"7/4/96",25023434,113,"Kingpin",6.7,248
"236",1e+08,9268,"tt0116213","en","Eraser",6.919314,1996,"6/21/96",242295562,115,"Eraser",5.6,553
"237",0,52059,"tt0113147","en","The Gate of Heavenly Peace",0.10705,1995,"1/1/95",0,180,"The Gate of Heavenly Peace",6.7,3
"238",0,123763,"tt0100990","es","Yo, la peor de todas",0.202495,1990,"8/9/90",0,105,"I, the Worst of All",6.8,3
"239",5e+06,26748,"tt0116905","en","Lone Star",9.069963,1996,"6/21/96",13269963,135,"Lone Star",6.9,79
"240",1.2e+07,38223,"tt0116493","en","Harriet the Spy",4.086563,1996,"7/10/96",0,100,"Harriet the Spy",5.7,47
"241",4e+07,1645,"tt0117913","en","A Time to Kill",13.309013,1996,"7/24/96",152266007,149,"A Time to Kill",7,522
"242",2.5e+07,18550,"tt0116320","en","Fled",3.906949,1996,"7/19/96",17193231,98,"Fled",5.2,49
"243",0,69895,"tt0108220","en","Stefano Quantestorie",0.036699,1993,"5/26/93",0,82,"Stefano Quantestorie",6,1
"244",0,35206,"tt0049521","fr","La mort en ce jardin",1.116063,1956,"9/21/56",0,104,"Death in the Garden",7.4,8
"245",0,151489,"tt0104403","cy","Hedd Wyn",0.270432,1992,"1/1/92",0,123,"Hedd Wyn",6.5,2
"246",0,12632,"tt0110246","de","Kaspar Hauser",0.000578,1993,"9/11/93",0,139,"Kaspar Hauser",6.3,4
"247",0,282919,"tt0112865","de","Diebinnen",0.106345,1996,"6/20/96",0,NA,"Diebinnen",4,1
"248",0,28628,"tt0114550","en","Stonewall",0.940228,1995,"10/1/95",0,99,"Stonewall",7.2,10
"249",0,18555,"tt0116353","en","Foxfire",3.186891,1996,"8/23/96",258263,102,"Foxfire",6.3,30
"250",6e+06,3573,"tt0116191","en","Emma",6.593011,1996,"8/2/96",22231658,121,"Emma",6.7,152
"251",0,297645,"tt0108227","en","The Story of Xinghua",0.001652,1994,"3/30/94",0,90,"The Story of Xinghua",0,0
"252",0,48144,"tt0111424","zh","天國逆子",0.076062,1994,"1/1/94",0,99,"The Day the Sun Turned Cold",7,2
"253",0,46986,"tt0113080","en","Flirt",1.663948,1995,"9/14/95",0,85,"Flirt",7.5,4
"254",0,144982,"tt0115680","en","The Big Squeeze",0.404501,1996,"9/6/96",0,98,"The Big Squeeze",5,1
"255",6e+06,47907,"tt0117718","en","The Spitfire Grill",1.19589,1996,"8/23/96",12643776,117,"The Spitfire Grill",6.8,17
"256",5e+07,10061,"tt0116225","en","Escape from L.A.",12.229381,1996,"8/9/96",42277365,97,"Escape from L.A.",5.6,381
"257",0,36266,"tt0112767","vi","Xích lô",1.781952,1995,"1/1/95",0,123,"Cyclo",6.8,23
"258",2962051,549,"tt0115632","en","Basquiat",4.797674,1996,"8/9/96",3011195,108,"Basquiat",6.6,97
"259",0,213917,"tt0100840","fr","Un week-end sur deux",0.629807,1990,"8/28/90",0,104,"Every Other Weekend",6,2
"260",9e+05,11134,"tt0104558","cn","警察故事 III：超級警察",6.751864,1992,"7/4/92",20483423,95,"Police Story 3: Supercop",6.7,109
"261",1850000,42758,"tt0114474","en","Small Faces",0.90913,1996,"4/5/96",0,108,"Small Faces",6.4,10
"262",4500000,9303,"tt0115736","en","Bound",12.449574,1996,"9/13/96",7011317,108,"Bound",6.9,203
"263",5.3e+07,9054,"tt0119214","en","Gone Fishin'",2.289647,1997,"5/30/97",0,94,"Gone Fishin'",4.7,48
"264",0,11985,"tt0109066","zh","愛情萬歲",1.404588,1994,"9/2/94",0,118,"Vive L'Amour",7.3,16
"265",0,10232,"tt0075169","de","Schatten der Engel",0.364246,1976,"1/31/76",0,101,"Shadow of Angels",4,2
"266",0,114089,"tt0112607","en","Bye-Bye",0.109406,1995,"8/30/95",0,104,"Bye-Bye",7.7,3
"267",0,12559,"tt0116311","en","First Kid",6.510437,1996,"8/30/96",0,101,"First Kid",5.3,28
"268",2.5e+07,10723,"tt0115783","en","Bulletproof",7.859132,1996,"9/6/96",22611954,84,"Bulletproof",5.4,164
"269",0,101230,"tt0109001","nl","6",0.062128,1994,"9/1/94",0,0,"1-900",5,1
"270",5e+06,10987,"tt0113253","en","Halloween: The Curse of Michael Myers",8.768288,1995,"9/29/95",15116634,88,"Halloween: The Curse of Michael Myers",5,173
"271",0,26933,"tt0111019","fr","Les Roseaux Sauvages",2.115268,1994,"5/5/94",0,115,"Wild Reeds",7.4,18
"272",3e+06,27854,"tt0035896","en","For Whom the Bell Tolls",14.373861,1943,"7/12/43",0,170,"For Whom the Bell Tolls",6.1,41
"273",2500000,164,"tt0054698","en","Breakfast at Tiffany's",10.879289,1961,"10/5/61",9500000,110,"Breakfast at Tiffany's",7.6,1082
"274",2479000,426,"tt0052357","en","Vertigo",18.20822,1958,"5/9/58",2.8e+07,128,"Vertigo",8,1162
"275",3e+06,284,"tt0053604","en","The Apartment",11.994281,1960,"6/15/60",2.5e+07,125,"The Apartment",8.1,498
"276",4e+06,4808,"tt0056923","en","Charade",7.098731,1963,"12/5/63",13474588,113,"Charade",7.7,351
"277",375000,963,"tt0033870","en","The Maltese Falcon",5.782544,1941,"11/18/41",1e+06,100,"The Maltese Falcon",7.8,435
"278",0,26531,"tt0031580","en","The Little Princess",5.640722,1939,"3/17/39",0,93,"The Little Princess",7,22
"279",0,909,"tt0037059","en","Meet Me in St. Louis",7.331511,1944,"11/23/44",0,113,"Meet Me in St. Louis",6.8,66
"280",0,31044,"tt0084370","en","My Favorite Year",2.923672,1982,"10/1/82",0,92,"My Favorite Year",7.1,35
"281",1288000,223,"tt0032976","en","Rebecca",8.590813,1940,"4/12/40",6e+06,130,"Rebecca",7.7,346
"282",0,32093,"tt0032762","en","The Mark of Zorro",7.431939,1940,"11/8/40",0,94,"The Mark of Zorro",7.1,39
"283",0,22292,"tt0039420","en","The Ghost and Mrs. Muir",3.008607,1947,"6/26/47",0,104,"The Ghost and Mrs. Muir",7.3,59
"284",609000,3080,"tt0027125","en","Top Hat",7.122093,1935,"9/6/35",3202000,101,"Top Hat",7.4,62
"285",0,198,"tt0035446","en","To Be or Not to Be",7.274948,1942,"3/5/42",0,99,"To Be or Not to Be",7.7,119
"286",0,13562,"tt0028010","en","My Man Godfrey",5.480098,1936,"9/17/36",0,94,"My Man Godfrey",7.7,69
"287",5400000,1712,"tt0049261","en","Giant",10.864284,1956,"10/10/56",3.5e+07,201,"Giant",7.5,169
"288",1500000,3083,"tt0031679","en","Mr. Smith Goes to Washington",8.168694,1939,"10/19/39",9600000,129,"Mr. Smith Goes to Washington",7.9,245
"289",0,22688,"tt0038300","en","Angel on My Shoulder",0.594433,1946,"9/20/46",0,100,"Angel on My Shoulder",5.7,6
"290",0,260,"tt0026029","en","The 39 Steps",5.865697,1935,"6/1/35",0,86,"The 39 Steps",7.4,217
"291",1300000,488,"tt0043265","en","The African Queen",6.636872,1951,"12/3/51",10750000,105,"The African Queen",7.4,232
"292",0,32574,"tt0033891","en","Meet John Doe",10.750619,1941,"3/12/41",0,122,"Meet John Doe",7.3,52
"293",0,76464,"tt0029588","en","Something to Sing About",0.367546,1937,"9/30/37",0,93,"Something to Sing About",3.8,2
"294",0,39940,"tt0048491","en","Picnic",8.500509,1955,"11/18/55",0,115,"Picnic",6.7,19
"295",0,85328,"tt0117357","en","The Pompatus of Love",0.537795,1996,"7/26/96",0,99,"The Pompatus of Love",5.3,2
"296",0,124632,"tt0117669","en","Small Wonders",0.00264,1995,"1/1/95",0,77,"Small Wonders",0,0
"297",0,63945,"tt0118742","en","Bliss",1.262649,1997,"4/14/97",294064,103,"Bliss",4.8,6
"298",0,44465,"tt0117473","en","The Rich Man's Wife",6.746475,1996,"9/13/96",8538318,94,"The Rich Man's Wife",4.9,11
"299",0,2033,"tt0116635","en","Infinity",1.226688,1996,"10/4/96",0,119,"Infinity",0,0
"300",0,47260,"tt0115847","en","Caught",1.625873,1996,"1/24/96",0,110,"Caught",6.5,5
"301",0,9401,"tt0115438","en","2 Days in the Valley",4.989276,1996,"9/11/96",0,104,"2 Days in the Valley",5.9,73
"302",3.8e+07,11306,"tt0116259","en","Extreme Measures",4.990506,1996,"9/27/96",17380126,118,"Extreme Measures",5.7,80
"303",5e+07,6346,"tt0115862","en","The Chamber",3.998494,1996,"10/11/96",22540359,113,"The Chamber",5.9,62
"304",0,18660,"tt0072653","en","The Apple Dumpling Gang",4.040945,1975,"7/1/75",0,100,"The Apple Dumpling Gang",6.6,34
"305",0,14821,"tt0072951","en","Escape to Witch Mountain",7.151691,1975,"3/21/75",2e+07,97,"Escape to Witch Mountain",6.5,60
"306",0,10869,"tt0071607","en","Herbie Rides Again",4.914603,1974,"2/14/74",0,88,"Herbie Rides Again",5.9,77
"307",0,15944,"tt0053271","en","The Shaggy Dog",3.404213,1959,"3/19/59",0,104,"The Shaggy Dog",6.2,22
"308",0,18444,"tt0054357","en","Swiss Family Robinson",4.623089,1960,"12/21/60",0,126,"Swiss Family Robinson",7,88
"309",0,20723,"tt0059793","en","That Darn Cat!",2.803679,1965,"12/2/65",0,112,"That Darn Cat!",6.4,28
"310",0,81310,"tt0063819","en","Winnie the Pooh and the Blustery Day",1.054814,1968,"12/20/68",0,25,"Winnie the Pooh and the Blustery Day",7.8,20
"311",0,15947,"tt0038166","en","The Three Caballeros",8.702472,1944,"7/21/44",0,71,"The Three Caballeros",6.2,108
"312",2e+07,12335,"tt0066817","en","Bedknobs and Broomsticks",10.362012,1971,"10/7/71",17900000,117,"Bedknobs and Broomsticks",6.8,260
"313",3e+06,11229,"tt0116361","en","Freeway",7.088533,1996,"8/23/96",0,110,"Freeway",6.5,95
"314",2.8e+07,562,"tt0095016","en","Die Hard",16.640522,1988,"7/15/88",140767956,131,"Die Hard",7.5,4005
"315",0,47199,"tt0117582","en","The Secret Agent",2.943911,1996,"11/8/96",0,95,"The Secret Agent",5,7
"316",4500000,11159,"tt0117589","en","Secrets & Lies",11.223572,1996,"5/24/96",13417292,142,"Secrets & Lies",7.1,127
"317",0,9591,"tt0117887","en","That Thing You Do!",8.685761,1996,"10/4/96",34585416,108,"That Thing You Do!",6.8,230
"318",0,42314,"tt0116913","en","Looking for Richard",2.653817,1996,"10/11/96",0,112,"Looking for Richard",6.9,33
"319",0,27845,"tt0117958","en","Trees Lounge",3.464286,1996,"10/11/96",0,95,"Trees Lounge",6.7,51
"320",2e+07,9716,"tt0116242","en","Everyone Says I Love You",9.649113,1996,"12/6/96",0,101,"Everyone Says I Love You",6.5,149
"321",0,43777,"tt0115600","es","Azúcar amarga",0.401227,1996,"2/10/96",0,102,"Bitter Sugar",6.3,3
"322",14500000,454,"tt0117509","en","Romeo + Juliet",11.774061,1996,"10/31/96",147298761,120,"Romeo + Juliet",6.7,1406
"323",0,56830,"tt0116714","en","Johns",0.271674,1996,"12/10/96",0,96,"Johns",6,6
"324",0,66473,"tt0028757","en","A Damsel in Distress",1.685981,1937,"11/19/37",0,101,"A Damsel in Distress",7,4
"325",2500000,475,"tt0061418","en","Bonnie and Clyde",12.109198,1967,"7/18/67",50700000,111,"Bonnie and Clyde",7.6,384
"326",0,11331,"tt0052027","en","The Old Man and the Sea",1.728104,1958,"10/7/58",0,86,"The Old Man and the Sea",6,25
"327",1400000,521,"tt0046912","en","Dial M for Murder",7.853231,1954,"5/29/54",3e+06,104,"Dial M for Murder",7.9,539
"328",1200000,500,"tt0105236","en","Reservoir Dogs",12.22034,1992,"9/2/92",14661007,99,"Reservoir Dogs",8.1,3821
"329",6e+06,792,"tt0091763","en","Platoon",18.206972,1986,"12/18/86",138530565,120,"Platoon",7.5,1236
"330",4.9e+07,402,"tt0103772","en","Basic Instinct",16.628427,1992,"3/20/92",352927224,127,"Basic Instinct",6.5,869
"331",12500000,9504,"tt0104348","en","Glengarry Glen Ross",6.792215,1992,"9/15/92",10725228,100,"Glengarry Glen Ross",7.5,330
"332",0,25842,"tt0029992","en","A Christmas Carol",1.896952,1938,"12/16/38",0,69,"A Christmas Carol",7,34
"333",6e+07,2119,"tt0099371","en","Days of Thunder",7.046753,1990,"6/27/90",157920733,107,"Days of Thunder",5.9,359
"334",1.5e+07,744,"tt0092099","en","Top Gun",20.301019,1986,"5/16/86",356830601,110,"Top Gun",6.7,1736
"335",1800000,702,"tt0044081","en","A Streetcar Named Desire",7.301719,1951,"9/18/51",8e+06,125,"A Streetcar Named Desire",7.6,291
"336",0,37616,"tt0117284","en","Palookaville",1.669597,1995,"9/7/95",0,92,"Palookaville",5.4,7
"337",12500000,21612,"tt0116378","en","The Funeral",2.772039,1996,"1/26/96",1227324,99,"The Funeral",7.3,31
"338",0,141210,"tt2250194","en","The Sleepover",0.135596,2013,"10/12/13",0,6,"The Sleepover",8,1
"339",7e+07,2756,"tt0096754","en","The Abyss",9.809585,1989,"8/9/89",90000098,139,"The Abyss",7.1,822
"340",4940939,4480,"tt0091288","fr","Jean de Florette",4.883274,1986,"8/27/86",0,120,"Jean de Florette",7.6,113
"341",0,10765,"tt0081375","en","Private Benjamin",11.431866,1980,"10/6/80",0,109,"Private Benjamin",6,103
"342",4e+05,762,"tt0071853","en","Monty Python and the Holy Grail",10.43389,1975,"3/13/75",5028948,91,"Monty Python and the Holy Grail",7.8,1742
"343",0,85588,"tt0112777","en","Dadetown",0.037353,1995,"9/2/95",0,93,"Dadetown",8,1
"344",0,124829,"tt0116886","en","The Line King: The Al Hirschfeld Story",0.001663,1996,"9/27/96",0,86,"The Line King: The Al Hirschfeld Story",0,0
"345",0,26167,"tt0040723","en","Raw Deal",10.091381,1948,"5/26/48",0,79,"Raw Deal",7.2,19
"346",0,61461,"tt0034493","it","I bambini ci guardano",0.412633,1944,"10/27/44",0,84,"The Children Are Watching Us",7.2,11
"347",0,218713,"tt0026465","en","Here Comes Cookie",0.083133,1935,"9/10/35",0,65,"Here Comes Cookie",8,1
"348",0,8074,"tt0060304","fr","Deux ou trois choses que je sais d'elle",7.273791,1967,"3/17/67",0,100,"2 or 3 Things I Know About Her",7,33
"349",0,10608,"tt0103850","en","Bob Roberts",3.041772,1992,"9/4/92",0,102,"Bob Roberts",6.5,44
"350",0,64567,"tt0109942","fr","Grosse fatigue",0.665616,1994,"5/18/94",0,0,"Dead Tired",5.6,9
"351",0,54405,"tt0102014","en","Hear My Song",0.003977,1991,"12/27/91",0,113,"Hear My Song",4.1,4
"352",2.7e+07,409,"tt0116209","en","The English Patient",15.564161,1996,"11/14/96",231976425,162,"The English Patient",7,559
"353",3e+06,10409,"tt0105488","en","Strictly Ballroom",3.233531,1992,"8/20/92",33946224,94,"Strictly Ballroom",6.2,83
"354",4,10174,"tt0102370","en","Madonna: Truth or Dare",1.325299,1991,"5/10/91",29,119,"Madonna: Truth or Dare",6.3,32
"355",1.8e+07,1891,"tt0080684","en","The Empire Strikes Back",19.470959,1980,"5/17/80",538400000,124,"The Empire Strikes Back",8.2,5998
"356",1.8e+07,85,"tt0082971","en","Raiders of the Lost Ark",19.901576,1981,"6/12/81",389925971,115,"Raiders of the Lost Ark",7.7,3949
"357",1.5e+07,68,"tt0088846","en","Brazil",9.837287,1985,"2/20/85",0,132,"Brazil",7.6,877
"358",1200000,429,"tt0060196","it","Il buono, il brutto, il cattivo",16.788787,1966,"12/23/66",6e+06,161,"The Good, the Bad and the Ugly",8.1,2371
"359",0,13446,"tt0094336","en","Withnail & I",14.316459,1987,"1/1/87",0,107,"Withnail & I",7.4,173
"360",350000,389,"tt0050083","en","12 Angry Men",16.503959,1957,"3/25/57",1e+06,96,"12 Angry Men",8.2,2130
"361",2200000,185,"tt0066921","en","A Clockwork Orange",17.112594,1971,"12/18/71",26589000,136,"A Clockwork Orange",8,3432
"362",5e+06,335,"tt0064116","it","C'era una volta il West",15.589351,1968,"12/21/68",5321508,175,"Once Upon a Time in the West",8.1,1160
"363",32350000,1892,"tt0086190","en","Return of the Jedi",14.586087,1983,"5/23/83",572700000,135,"Return of the Jedi",7.9,4763
"364",1.1e+07,766,"tt0106308","en","Army of Darkness",10.704612,1992,"10/9/92",0,81,"Army of Darkness",7.3,852
"365",0,175,"tt0095250","fr","Le Grand Bleu",13.503815,1988,"5/11/88",0,168,"The Big Blue",7.6,364
"366",2.7e+07,525,"tt0080455","en","The Blues Brothers",10.076901,1980,"6/17/80",115229890,133,"The Blues Brothers",7.5,1092
"367",1.4e+07,387,"tt0082096","de","Das Boot",8.80338,1981,"9/16/81",8.5e+07,149,"Das Boot",7.9,623
"368",5500000,9277,"tt0070735","en","The Sting",12.016821,1973,"12/25/73",159616327,129,"The Sting",7.9,639
"369",7e+05,37291,"tt0103130","en","Trust",4.085688,1990,"9/9/90",0,107,"Trust",6.5,24
"370",0,490,"tt0050976","sv","Det sjunde inseglet",6.47828,1957,"2/16/57",0,96,"The Seventh Seal",7.9,569
"371",3e+06,37247,"tt0061722","en","The Graduate",12.057829,1967,"12/21/67",104945305,106,"The Graduate",7.6,855
"372",829000,1480,"tt0052311","en","Touch of Evil",9.665347,1958,"4/23/58",2247465,95,"Touch of Evil",7.6,292
"373",6e+06,829,"tt0071315","en","Chinatown",12.29227,1974,"6/20/74",3e+07,130,"Chinatown",7.9,939
"374",25710,9964,"tt0092610","en","Bad Taste",7.409599,1987,"12/1/87",0,91,"Bad Taste",6.4,196
"375",0,3063,"tt0023969","en","Duck Soup",6.819957,1933,"11/17/33",0,68,"Duck Soup",7.6,170
"376",0,13667,"tt0088794","en","Better Off Dead...",8.994189,1985,"10/11/85",10297601,97,"Better Off Dead...",6.8,164
"377",0,832,"tt0022100","de","M",12.752421,1931,"5/11/31",0,117,"M",8,465
"378",4e+06,5925,"tt0057115","en","The Great Escape",14.384114,1963,"6/20/63",11744471,172,"The Great Escape",7.8,731
"379",1.5e+07,11778,"tt0077416","en","The Deer Hunter",7.729445,1978,"12/8/78",5e+07,183,"The Deer Hunter",7.8,943
"380",0,4485,"tt0082269","fr","Diva",2.211854,1981,"3/11/81",0,117,"Diva",6.7,37
"381",8e+07,982,"tt0056218","en","The Manchurian Candidate",7.991677,1962,"10/24/62",96105910,126,"The Manchurian Candidate",7.7,188
"382",1120175,212,"tt0036613","en","Arsenic and Old Lace",13.99011,1944,"9/23/44",0,118,"Arsenic and Old Lace",7.4,234
"383",1.1e+07,1633,"tt0101921","en","Fried Green Tomatoes",6.584254,1991,"12/27/91",119418501,130,"Fried Green Tomatoes",7.6,298
"384",3500000,339,"tt0102536","en","Night on Earth",8.291886,1991,"10/3/91",2015810,129,"Night on Earth",7.5,165
"385",0,10404,"tt0101640","zh","大红灯笼高高挂",7.948888,1991,"12/20/91",0,125,"Raise the Red Lantern",7.8,139
"386",2280000,756,"tt0032455","en","Fantasia",8.03796,1940,"11/13/40",83320000,124,"Fantasia",7.2,831
"387",0,15143,"tt0094006","en","Some Kind of Wonderful",10.208658,1987,"2/27/87",18553948,95,"Some Kind of Wonderful",6.9,104
"388",0,8816,"tt0089606","sv","Mitt liv som hund",4.195896,1985,"12/12/85",0,101,"My Life as a Dog",7.3,70
"389",0,2323,"tt0097351","en","Field of Dreams",16.759454,1989,"4/21/89",84431625,107,"Field of Dreams",7.1,383
"390",1e+07,814,"tt0082010","en","An American Werewolf in London",13.390802,1981,"8/21/81",31973249,97,"An American Werewolf in London",7.2,571
"391",1500000,33519,"tt0106262","en","Amityville: A New Generation",6.401828,1993,"9/29/93",0,90,"Amityville: A New Generation",2.8,17
"392",0,41848,"tt0099030","en","The Amityville Curse",2.416489,1989,"12/1/89",0,91,"The Amityville Curse",2.7,19
"393",4e+07,6114,"tt0103874","en","Dracula",16.777675,1992,"11/13/92",215862692,128,"Dracula",7.1,1087
"394",0,13549,"tt0074258","en","Burnt Offerings",2.877095,1976,"10/18/76",0,116,"Burnt Offerings",6.6,58
"395",0,6217,"tt0083722","en","Cat People",6.126046,1982,"4/2/82",0,118,"Cat People",6,97
"396",0,28198,"tt0091651","en","Nosferatu a Venezia",0.952127,1988,"9/15/88",0,97,"Vampire in Venice",8.5,2
"397",4.2e+07,25189,"tt0117057","en","The Mirror Has Two Faces",4.803721,1996,"11/15/96",0,126,"The Mirror Has Two Faces",6.5,47
"398",1e+06,12498,"tt0117666","en","Sling Blade",9.475693,1996,"8/30/96",24444121,135,"Sling Blade",7.4,236
"399",6e+07,9279,"tt0116705","en","Jingle All the Way",7.898202,1996,"11/15/96",129832389,89,"Jingle All the Way",5.5,583
"400",0,17204,"tt0117293","en","Paradise Lost: The Child Murders at Robin Hood Hills",1.686358,1996,"12/3/96",0,150,"Paradise Lost: The Child Murders at Robin Hood Hills",7.9,38
"401",0,64900,"tt0110171","fr","J'ai pas sommeil",0.318366,1994,"5/18/94",0,112,"I Can't Sleep",5,1
"402",2.4e+07,168,"tt0092007","en","Star Trek IV: The Voyage Home",12.596956,1986,"11/25/86",1.33e+08,119,"Star Trek IV: The Voyage Home",6.9,490
"403",6e+06,621,"tt0077631","en","Grease",7.854899,1978,"7/7/78",181813770,110,"Grease",7.2,1633
"404",13200000,9037,"tt0084021","en","Grease 2",14.202364,1982,"6/11/82",15171476,115,"Grease 2",4.9,185
"405",0,168535,"tt0117773","en","The Substance of Fire",0.757322,1996,"9/11/96",0,97,"The Substance of Fire",6,1
"406",0,46681,"tt0052287","en","Terror in a Texas Town",0.83621,1958,"9/1/58",0,80,"Terror in a Texas Town",7.1,13
"407",20500000,17692,"tt0085750","en","Jaws 3-D",16.603041,1983,"3/16/83",87987055,99,"Jaws 3-D",4.2,266
"408",3e+06,13891,"tt0115906","en","Citizen Ruth",2.225234,1996,"12/13/96",153155,104,"Citizen Ruth",6.8,27
"409",0,1802,"tt0112769","fr","La Cérémonie",3.095894,1995,"8/30/95",0,111,"La Cérémonie",7,40
"410",0,10549,"tt0116477","en","Hamlet",9.994088,1996,"12/25/96",0,242,"Hamlet",7.3,118
"411",0,58102,"tt0117690","en","Some Mother's Son",0.332582,1996,"12/25/96",0,112,"Some Mother's Son",7,6
"412",0,27265,"tt0117091","en","Mother",7.860965,1996,"12/25/96",0,104,"Mother",6.8,19
"413",0,36040,"tt0067959","en","Walkabout",10.177086,1971,"7/1/71",0,95,"Walkabout",7.4,111
"414",0,74239,"tt0117028","en","Message to Love: The Isle of Wight Festival",0.330752,1996,"2/15/96",0,127,"Message to Love: The Isle of Wight Festival",6.4,4
